gene_id	coding_length	SYMBOL	DESCRIPTION	Var
ENSMUSG00000085501	532	Gm11772	predicted gene 11772 [Source:MGI Symbol;Acc:MGI:3649468]	5.01449275362319
ENSMUSG00000085517	1145	Gm12963	predicted gene 12963 [Source:MGI Symbol;Acc:MGI:3651569]	19.6739130434783
ENSMUSG00000085521	1628	4930526A20Rik	RIKEN cDNA 4930526A20 gene [Source:MGI Symbol;Acc:MGI:3612449]	60.3315217391304
ENSMUSG00000085532	734	B430319H21Rik	RIKEN cDNA B430319H21 gene [Source:MGI Symbol;Acc:MGI:1925099]	60.8677536231884
ENSMUSG00000085555	2352	2610035F20Rik	RIKEN cDNA 2610035F20 gene [Source:MGI Symbol;Acc:MGI:1916498]	171.563405797101
ENSMUSG00000085558	6148	4930412C18Rik	RIKEN cDNA 4930412C18 gene [Source:MGI Symbol;Acc:MGI:2443490]	324.505434782609
ENSMUSG00000085566	6012	A730017L22Rik	RIKEN cDNA A730017L22 gene [Source:MGI Symbol;Acc:MGI:3584452]	3184.9981884058
ENSMUSG00000085569	1118	Gm12602	predicted gene 12602 [Source:MGI Symbol;Acc:MGI:3651757]	31966.0706521739
ENSMUSG00000085574	459	Gm13053	predicted gene 13053 [Source:MGI Symbol;Acc:MGI:3651989]	49.1286231884058
ENSMUSG00000085584	4104	Rtl9	retrotransposon Gag like 9 [Source:MGI Symbol;Acc:MGI:2685231]	243.461956521739
ENSMUSG00000085585	528	Gm12223	predicted gene 12223 [Source:MGI Symbol;Acc:MGI:3649594]	38.0851449275362
ENSMUSG00000085586	1971	Gm11613	predicted gene 11613 [Source:MGI Symbol;Acc:MGI:3651819]	649.586956521739
ENSMUSG00000085601	4695	Gm4969	predicted gene 4969 [Source:MGI Symbol;Acc:MGI:3647482]	42.8623188405797
ENSMUSG00000085609	863	1700016P03Rik	RIKEN cDNA 1700016P03 gene [Source:MGI Symbol;Acc:MGI:1922792]	105.73731884058
ENSMUSG00000085611	579	Ap3s1-ps1	adaptor-related protein complex 3, sigma 1 subunit, pseudogene 1 [Source:MGI Symbol;Acc:MGI:1929216]	36.0797101449275
ENSMUSG00000085614	1260	1700123M08Rik	RIKEN cDNA 1700123M08 gene [Source:MGI Symbol;Acc:MGI:1923915]	29.9130434782609
ENSMUSG00000085615	3203	A330035P11Rik	RIKEN cDNA A330035P11 gene [Source:MGI Symbol;Acc:MGI:2442610]	359.81884057971
ENSMUSG00000085620	6503	G630018N14Rik	RIKEN cDNA G630018N14 gene [Source:MGI Symbol;Acc:MGI:3041239]	213.797101449275
ENSMUSG00000085622	3153	3110056K07Rik	RIKEN cDNA 3110056K07 gene [Source:MGI Symbol;Acc:MGI:1920454]	980.679347826087
ENSMUSG00000085625	595	Gm8813	predicted gene 8813 [Source:MGI Symbol;Acc:MGI:3645282]	61.4130434782609
ENSMUSG00000085628	1031	Appbp2os	amyloid beta precursor protein (cytoplasmic tail) binding protein 2, opposite strand [Source:MGI Symbol;Acc:MGI:3603817]	88.7373188405797
ENSMUSG00000085639	544	Gm15410	predicted gene 15410 [Source:MGI Symbol;Acc:MGI:3705241]	21.6231884057971
ENSMUSG00000085642	2205	3110053B16Rik	RIKEN cDNA 3110053B16 gene [Source:MGI Symbol;Acc:MGI:1920435]	319.998188405797
ENSMUSG00000085655	956	Gm15952	predicted gene 15952 [Source:MGI Symbol;Acc:MGI:3802149]	53.6503623188406
ENSMUSG00000085666	1194	Gm9855	predicted pseudogene 9855 [Source:MGI Symbol;Acc:MGI:3704357]	14374.231884058
ENSMUSG00000085667	5873	Gm12992	predicted gene 12992 [Source:MGI Symbol;Acc:MGI:3702644]	902.405797101449
ENSMUSG00000085669	643	Gm14817	predicted gene 14817 [Source:MGI Symbol;Acc:MGI:3705159]	35.911231884058
ENSMUSG00000085675	1340	Gm12022	predicted gene 12022 [Source:MGI Symbol;Acc:MGI:3650976]	369.172101449275
ENSMUSG00000085687	4118	Gm16153	predicted gene 16153 [Source:MGI Symbol;Acc:MGI:3802057]	79.4329710144928
ENSMUSG00000085704	1967	4921531C22Rik	RIKEN cDNA 4921531C22 gene [Source:MGI Symbol;Acc:MGI:1913980]	384.079710144928
ENSMUSG00000085705	1155	Gm16046	predicted gene 16046 [Source:MGI Symbol;Acc:MGI:3802093]	34.1666666666667
ENSMUSG00000085715	6077	Tsix	X (inactive)-specific transcript, opposite strand [Source:MGI Symbol;Acc:MGI:1336196]	49.0144927536232
ENSMUSG00000085733	923	Arhgap27os1	Rho GTPase activating protein 27, opposite strand 1 [Source:MGI Symbol;Acc:MGI:3705097]	30.1286231884058
ENSMUSG00000085735	667	Mettl5os	methyltransferase like 5, opposite strand [Source:MGI Symbol;Acc:MGI:1922537]	43.6449275362319
ENSMUSG00000085741	3851	5430405H02Rik	RIKEN cDNA 5430405H02 gene [Source:MGI Symbol;Acc:MGI:1921737]	588.95652173913
ENSMUSG00000085743	2587	8430419K02Rik	RIKEN cDNA 8430419K02 gene [Source:MGI Symbol;Acc:MGI:1921768]	135.73731884058
ENSMUSG00000085754	1425	Gm15886	predicted gene 15886 [Source:MGI Symbol;Acc:MGI:3801744]	55.0416666666667
ENSMUSG00000085762	1227	Lrrc75aos2	leucine rich repeat containing 75A, opposite strand 2 [Source:MGI Symbol;Acc:MGI:1914079]	200.259057971014
ENSMUSG00000085766	3416	2810430I11Rik	RIKEN cDNA 2810430I11 gene [Source:MGI Symbol;Acc:MGI:3590515]	53.731884057971
ENSMUSG00000085767	1678	Gm13563	predicted gene 13563 [Source:MGI Symbol;Acc:MGI:3652052]	1138.63043478261
ENSMUSG00000085772	1567	D630024D03Rik	RIKEN cDNA D630024D03 gene [Source:MGI Symbol;Acc:MGI:3041224]	5277.38949275362
ENSMUSG00000085776	1007	5430402O13Rik	RIKEN cDNA 5430402O13 gene [Source:MGI Symbol;Acc:MGI:1918631]	35.3460144927536
ENSMUSG00000085787	260	Gm13092	predicted gene 13092 [Source:MGI Symbol;Acc:MGI:3649661]	34.0271739130435
ENSMUSG00000085793	3110	Lin52	lin-52 homolog (C. elegans) [Source:MGI Symbol;Acc:MGI:3045391]	4232.89673913043
ENSMUSG00000085794	5406	Vax2os	ventral anterior homeobox 2, opposite strand [Source:MGI Symbol;Acc:MGI:3583301]	20081.6449275362
ENSMUSG00000085795	3392	Zfp703	zinc finger protein 703 [Source:MGI Symbol;Acc:MGI:2662729]	57119.5634057971
ENSMUSG00000085811	4813	Cep112it	centrosomal protein 112, intronic transcript [Source:MGI Symbol;Acc:MGI:3649867]	142.606884057971
ENSMUSG00000085816	769	Gm13052	predicted gene 13052 [Source:MGI Symbol;Acc:MGI:3651990]	143.940217391304
ENSMUSG00000085819	2903	Ube4bos1	ubiquitination factor E4B, opposite strand 1 [Source:MGI Symbol;Acc:MGI:1925072]	224.983695652174
ENSMUSG00000085828	3118	Gm15612	predicted gene 15612 [Source:MGI Symbol;Acc:MGI:3641714]	4959.29710144928
ENSMUSG00000085829	902	Gm4285	predicted gene 4285 [Source:MGI Symbol;Acc:MGI:3782463]	91.304347826087
ENSMUSG00000085837	2025	Kcnmb4os2	potassium large conductance calcium-activated channel, subfamily M, beta member 4, opposite strand 2 [Source:MGI Symbol;Acc:MGI:1918263]	37.1884057971015
ENSMUSG00000085862	1811	Gm13483	predicted gene 13483 [Source:MGI Symbol;Acc:MGI:3651423]	179.130434782609
ENSMUSG00000085873	858	Ttc39aos1	Ttc39a opposite strand RNA 1 [Source:MGI Symbol;Acc:MGI:3651956]	224.173913043478
ENSMUSG00000085875	3206	Gm12905	predicted gene 12905 [Source:MGI Symbol;Acc:MGI:3702581]	364.853260869565
ENSMUSG00000085882	1360	2610507I01Rik	RIKEN cDNA 2610507I01 gene [Source:MGI Symbol;Acc:MGI:1919453]	313.085144927536
ENSMUSG00000085890	1109	Tnfsf13os	tumor necrosis factor (ligand) superfamily, member 13, opposite strand [Source:MGI Symbol;Acc:MGI:1919587]	63.9710144927536
ENSMUSG00000085891	2622	Gm14634	predicted gene 14634 [Source:MGI Symbol;Acc:MGI:3705147]	82.0579710144928
ENSMUSG00000085894	1832	Gm15832	predicted gene 15832 [Source:MGI Symbol;Acc:MGI:3834078]	146.021739130435
ENSMUSG00000085912	3732	Trp53cor1	tumor protein p53 pathway corepressor 1 [Source:MGI Symbol;Acc:MGI:3801771]	59.9981884057971
ENSMUSG00000085925	6358	Rtl1	retrotransposon Gaglike 1 [Source:MGI Symbol;Acc:MGI:2656842]	4123.95471014493
ENSMUSG00000085936	3293	2610307P16Rik	RIKEN cDNA 2610307P16 gene [Source:MGI Symbol;Acc:MGI:1919768]	275.954710144928
ENSMUSG00000085939	875	Cd63-ps	CD63 antigen, pseudogene [Source:MGI Symbol;Acc:MGI:105972]	19408.3460144928
ENSMUSG00000085945	2810	2310014F06Rik	RIKEN cDNA 2310014F06 gene [Source:MGI Symbol;Acc:MGI:1916875]	719.853260869565
ENSMUSG00000085956	1490	4930481B07Rik	RIKEN cDNA 4930481B07 gene [Source:MGI Symbol;Acc:MGI:1922187]	56
ENSMUSG00000085968	241	Gm13027	predicted gene 13027 [Source:MGI Symbol;Acc:MGI:3651912]	254.954710144928
ENSMUSG00000085971	5131	Gm15411	predicted gene 15411 [Source:MGI Symbol;Acc:MGI:3705213]	82.679347826087
ENSMUSG00000085982	4414	9530051G07Rik	RIKEN cDNA 9530051G07 gene [Source:MGI Symbol;Acc:MGI:2442715]	58.1739130434783
ENSMUSG00000085996	1665	A830012C17Rik	RIKEN cDNA A830012C17 gene [Source:MGI Symbol;Acc:MGI:2441830]	129.449275362319
ENSMUSG00000085998	4066	AW822252	expressed sequence AW822252 [Source:MGI Symbol;Acc:MGI:2148030]	76.8242753623188
ENSMUSG00000086003	1042	B230206L02Rik	RIKEN cDNA B230206L02 gene [Source:MGI Symbol;Acc:MGI:1924598]	28.195652173913
ENSMUSG00000086006	1615	Gm13293	predicted gene 13293 [Source:MGI Symbol;Acc:MGI:3649469]	4848.91123188406
ENSMUSG00000086012	3816	Gm15902	predicted gene 15902 [Source:MGI Symbol;Acc:MGI:3802133]	96.804347826087
ENSMUSG00000086013	899	Gm15706	predicted gene 15706 [Source:MGI Symbol;Acc:MGI:3783146]	1735.65036231884
ENSMUSG00000086015	1269	4833417C18Rik	RIKEN cDNA 4833417C18 gene [Source:MGI Symbol;Acc:MGI:1921156]	25.7391304347826
ENSMUSG00000086016	750	1700084C06Rik	RIKEN cDNA 1700084C06 gene [Source:MGI Symbol;Acc:MGI:1923868]	20.5199275362319
ENSMUSG00000086029	1619	Pax6os1	paired box 6 opposite strand 1 [Source:MGI Symbol;Acc:MGI:3028033]	399.297101449275
ENSMUSG00000086040	7114	Wipf3	WAS/WASL interacting protein family, member 3 [Source:MGI Symbol;Acc:MGI:3044681]	273.210144927536
ENSMUSG00000086050	2969	Gm16045	predicted gene 16045 [Source:MGI Symbol;Acc:MGI:3801990]	75.8532608695652
ENSMUSG00000086075	3561	Gm15728	predicted gene 15728 [Source:MGI Symbol;Acc:MGI:3783171]	270.69384057971
ENSMUSG00000086095	4421	Gm15328	predicted gene 15328 [Source:MGI Symbol;Acc:MGI:3705182]	69.2155797101449
ENSMUSG00000086105	774	Gm11636	predicted gene 11636 [Source:MGI Symbol;Acc:MGI:3649522]	70.9565217391304
ENSMUSG00000086108	1763	Gm5602	predicted gene 5602 [Source:MGI Symbol;Acc:MGI:3645136]	251.998188405797
ENSMUSG00000086119	3735	Gm2415	predicted gene 2415 [Source:MGI Symbol;Acc:MGI:3780582]	155.36231884058
ENSMUSG00000086150	2183	Bach2os	BTB and CNC homology 2, opposite strand [Source:MGI Symbol;Acc:MGI:3041246]	59.4329710144928
ENSMUSG00000086155	2737	9430041J12Rik	RIKEN cDNA 9430041J12 gene [Source:MGI Symbol;Acc:MGI:1924573]	65.6521739130435
ENSMUSG00000086158	2404	Ccpg1os	cell cycle progression 1, opposite strand [Source:MGI Symbol;Acc:MGI:3648770]	910.514492753623
ENSMUSG00000086164	594	Gm13029	predicted gene 13029 [Source:MGI Symbol;Acc:MGI:3651764]	36.4927536231884
ENSMUSG00000086175	1132	Gm15802	predicted gene 15802 [Source:MGI Symbol;Acc:MGI:3801799]	51.036231884058
ENSMUSG00000086181	2836	C230034O21Rik	RIKEN cDNA C230034O21 gene [Source:MGI Symbol;Acc:MGI:2441892]	175.69384057971
ENSMUSG00000086193	440	Gm11508	predicted gene 11508 [Source:MGI Symbol;Acc:MGI:3650928]	58.1666666666667
ENSMUSG00000086196	3102	Gm13571	predicted gene 13571 [Source:MGI Symbol;Acc:MGI:3652223]	35.0416666666667
ENSMUSG00000086212	2944	Mkln1os	muskelin 1, intracellular mediator containing kelch motifs, opposite strand [Source:MGI Symbol;Acc:MGI:3651306]	76.7373188405797
ENSMUSG00000086213	2323	A330040F15Rik	RIKEN cDNA A330040F15 gene [Source:MGI Symbol;Acc:MGI:3698434]	181.710144927536
ENSMUSG00000086219	3655	Srrm4os	serine/arginine repetitive matrix 4, opposite strand [Source:MGI Symbol;Acc:MGI:1924048]	26.7826086956522
ENSMUSG00000086224	1138	2700069I18Rik	RIKEN cDNA 2700069I18 gene [Source:MGI Symbol;Acc:MGI:1919858]	100.195652173913
ENSMUSG00000086228	2362	Ubap1l	ubiquitin-associated protein 1-like [Source:MGI Symbol;Acc:MGI:2685360]	21520.6666666667
ENSMUSG00000086232	966	Gm7546	predicted gene 7546 [Source:MGI Symbol;Acc:MGI:3644883]	838.172101449275
ENSMUSG00000086236	2764	5830418P13Rik	RIKEN cDNA 5830418P13 gene [Source:MGI Symbol;Acc:MGI:3604110]	154.201086956522
ENSMUSG00000086247	2992	Gm15787	predicted gene 15787 [Source:MGI Symbol;Acc:MGI:3783229]	87.4710144927536
ENSMUSG00000086264	2049	Gm15850	predicted gene 15850 [Source:MGI Symbol;Acc:MGI:3801986]	147.934782608696
ENSMUSG00000086283	1205	2810433D01Rik	RIKEN cDNA 2810433D01 gene [Source:MGI Symbol;Acc:MGI:1924382]	517.157608695652
ENSMUSG00000086288	974	Gm15265	predicted gene 15265 [Source:MGI Symbol;Acc:MGI:3705193]	1294.38949275362
ENSMUSG00000086290	2402	Snhg12	small nucleolar RNA host gene 12 [Source:MGI Symbol;Acc:MGI:1916721]	3025.27536231884
ENSMUSG00000086291	1569	Gm15513	predicted gene 15513 [Source:MGI Symbol;Acc:MGI:3782961]	1949.44927536232
ENSMUSG00000086306	661	Gm11754	predicted gene 11754 [Source:MGI Symbol;Acc:MGI:3651697]	14.1666666666667
ENSMUSG00000086308	3515	G630016G05Rik	RIKEN cDNA G630016G05 gene [Source:MGI Symbol;Acc:MGI:3603178]	525.679347826087
ENSMUSG00000086311	454	Gm12122	predicted gene 12122 [Source:MGI Symbol;Acc:MGI:3650741]	1215.69384057971
ENSMUSG00000086316	1971	Nbdy	negative regulator of P-body association [Source:MGI Symbol;Acc:MGI:1917373]	2495.12862318841
ENSMUSG00000086322	2124	E130218I03Rik	RIKEN cDNA E130218I03 gene [Source:MGI Symbol;Acc:MGI:3528958]	899388.34057971
ENSMUSG00000086324	821	Gm15564	predicted gene 15564 [Source:MGI Symbol;Acc:MGI:3783013]	4110197.5923913
ENSMUSG00000086328	721	2700033N17Rik	RIKEN cDNA 2700033N17 gene [Source:MGI Symbol;Acc:MGI:1919853]	97.2971014492754
ENSMUSG00000086331	960	Gm16310	predicted gene 16310 [Source:MGI Symbol;Acc:MGI:3826522]	3062.08514492754
ENSMUSG00000086350	2560	B230369F24Rik	RIKEN cDNA B230369F24 gene [Source:MGI Symbol;Acc:MGI:2443392]	404.476449275362
ENSMUSG00000086363	1772	A330102I10Rik	RIKEN cDNA A330102I10 gene [Source:MGI Symbol;Acc:MGI:1925170]	103.652173913043
ENSMUSG00000086368	3099	Gm13830	predicted gene 13830 [Source:MGI Symbol;Acc:MGI:3651141]	55.8242753623188
ENSMUSG00000086370	10205	Ftx	Ftx transcript, Xist regulator (non-protein coding) [Source:MGI Symbol;Acc:MGI:1926128]	6111.55797101449
ENSMUSG00000086382	701	Chrna1os	cholinergic receptor, nicotinic, alpha polypeptide 1 (muscle), opposite strand [Source:MGI Symbol;Acc:MGI:3651120]	11.679347826087
ENSMUSG00000086385	659	Gm12701	predicted gene 12701 [Source:MGI Symbol;Acc:MGI:3650875]	2642.25905797101
ENSMUSG00000086395	2984	A630014C17Rik	RIKEN cDNA A630014C17 gene [Source:MGI Symbol;Acc:MGI:3026989]	50.1141304347826
ENSMUSG00000086401	2260	Gm15559	predicted gene 15559 [Source:MGI Symbol;Acc:MGI:3783008]	38.2155797101449
ENSMUSG00000086421	874	Gm14091	predicted gene 14091 [Source:MGI Symbol;Acc:MGI:3650488]	158.021739130435
ENSMUSG00000086429	1695	Gt(ROSA)26Sor	gene trap ROSA 26, Philippe Soriano [Source:MGI Symbol;Acc:MGI:104735]	250.927536231884
ENSMUSG00000086443	1638	4933421A08Rik	RIKEN cDNA 4933421A08 gene [Source:MGI Symbol;Acc:MGI:1918347]	117.130434782609
ENSMUSG00000086448	3836	9330162012Rik	cDNA RIKEN 9330162012 gene [Source:MGI Symbol;Acc:MGI:3604449]	103.101449275362
ENSMUSG00000086468	856	Etaa1os	Ewing tumor-associated antigen 1, opposite strand [Source:MGI Symbol;Acc:MGI:1920221]	23.2155797101449
ENSMUSG00000086477	4791	Gm15506	predicted gene 15506 [Source:MGI Symbol;Acc:MGI:3782954]	493.710144927536
ENSMUSG00000086496	7401	Gm14204	predicted gene 14204 [Source:MGI Symbol;Acc:MGI:3651576]	36.9492753623188
ENSMUSG00000086498	700	Gm12681	predicted gene 12681 [Source:MGI Symbol;Acc:MGI:3650649]	28.1576086956522
ENSMUSG00000086502	1988	B130055M24Rik	RIKEN cDNA B130055M24 gene [Source:MGI Symbol;Acc:MGI:3590645]	4458.84057971014
ENSMUSG00000086503	17946	Xist	inactive X specific transcripts [Source:MGI Symbol;Acc:MGI:98974]	97787085.375
ENSMUSG00000086515	608	Erich2os	glutamate rich 2, opposite strand [Source:MGI Symbol;Acc:MGI:3826593]	50.4565217391304
ENSMUSG00000086517	469	Gm12534	predicted gene 12534 [Source:MGI Symbol;Acc:MGI:3650303]	132.978260869565
ENSMUSG00000086522	657	Gm4473	predicted gene 4473 [Source:MGI Symbol;Acc:MGI:3782657]	109.563405797101
ENSMUSG00000086533	3118	Mypopos	Myb-related transcription factor, partner of profilin, opposite strand [Source:MGI Symbol;Acc:MGI:3826523]	55.606884057971
ENSMUSG00000086537	3143	Gnasas1	GNAS antisense RNA 1 [Source:MGI Symbol;Acc:MGI:1861674]	273.780797101449
ENSMUSG00000086539	6107	Gm16759	predicted gene, 16759 [Source:MGI Symbol;Acc:MGI:4439683]	96.6304347826087
ENSMUSG00000086544	3049	Chn1os3	chimerin 1, opposite strand 3 [Source:MGI Symbol;Acc:MGI:3705094]	31.3623188405797
ENSMUSG00000086564	3330	Cd101	CD101 antigen [Source:MGI Symbol;Acc:MGI:2685862]	1084.89130434783
ENSMUSG00000086567	385	Gm2830	predicted gene 2830 [Source:MGI Symbol;Acc:MGI:3781002]	216.288043478261
ENSMUSG00000086583	1019	Gm15500	predicted pseudogene 15500 [Source:MGI Symbol;Acc:MGI:3782947]	4105.78079710145
ENSMUSG00000086587	1012	Gm11837	predicted gene 11837 [Source:MGI Symbol;Acc:MGI:3702175]	174800.862318841
ENSMUSG00000086591	859	Dnah2os	dynein, axonemal, heavy chain 2, opposite strand [Source:MGI Symbol;Acc:MGI:1924973]	58.1721014492754
ENSMUSG00000086600	2694	C030005K06Rik	RIKEN cDNA C030005K06 gene [Source:MGI Symbol;Acc:MGI:1925945]	67.9981884057971
ENSMUSG00000086604	1172	Gm15510	predicted gene 15510 [Source:MGI Symbol;Acc:MGI:3782958]	57.4492753623188
ENSMUSG00000086606	562	Gm13205	predicted gene 13205 [Source:MGI Symbol;Acc:MGI:3700976]	17.8840579710145
ENSMUSG00000086610	1379	Gm15408	predicted gene 15408 [Source:MGI Symbol;Acc:MGI:3705101]	27.8242753623188
ENSMUSG00000086629	8345	2810403D21Rik	RIKEN cDNA 2810403D21 gene [Source:MGI Symbol;Acc:MGI:1917214]	293.565217391304
ENSMUSG00000086638	1137	4930405A21Rik	RIKEN cDNA 4930405A21 gene [Source:MGI Symbol;Acc:MGI:1922096]	1230.05797101449
ENSMUSG00000086657	1896	Stamos	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1, opposite strand [Source:MGI Symbol;Acc:MGI:1918207]	36.8405797101449
ENSMUSG00000086662	3653	BC046251	cDNA sequence BC046251 [Source:MGI Symbol;Acc:MGI:3039598]	54.0217391304348
ENSMUSG00000086665	404	Gm13067	predicted gene 13067 [Source:MGI Symbol;Acc:MGI:3651968]	25.9347826086957
ENSMUSG00000086680	637	Gm11592	predicted gene 11592 [Source:MGI Symbol;Acc:MGI:3650504]	147.644927536232
ENSMUSG00000086682	2770	Gm16023	predicted gene 16023 [Source:MGI Symbol;Acc:MGI:3802146]	237.739130434783
ENSMUSG00000086688	948	Gm11560	predicted gene 11560 [Source:MGI Symbol;Acc:MGI:3652066]	24.8405797101449
ENSMUSG00000086693	1804	A730081D07Rik	RIKEN cDNA A730081D07 gene [Source:MGI Symbol;Acc:MGI:2441825]	80.4764492753623
ENSMUSG00000086695	403	Gm15247	predicted gene 15247 [Source:MGI Symbol;Acc:MGI:3705183]	467.69384057971
ENSMUSG00000086711	4529	Gm15482	predicted gene 15482 [Source:MGI Symbol;Acc:MGI:3705142]	308.505434782609
ENSMUSG00000086714	1803	0610009E02Rik	RIKEN cDNA 0610009E02 gene [Source:MGI Symbol;Acc:MGI:3698435]	118.057971014493
ENSMUSG00000086717	440	Gm15655	predicted gene 15655 [Source:MGI Symbol;Acc:MGI:3805551]	32.9547101449275
ENSMUSG00000086725	2203	A630052C17Rik	RIKEN cDNA A630052C17 gene [Source:MGI Symbol;Acc:MGI:2444673]	209.853260869565
ENSMUSG00000086728	2157	Man2c1os	mannosidase, alpha, class 2C, member 1, opposite strand [Source:MGI Symbol;Acc:MGI:1924044]	132.166666666667
ENSMUSG00000086741	1688	Gm15816	predicted gene 15816 [Source:MGI Symbol;Acc:MGI:3802114]	122.079710144928
ENSMUSG00000086742	3469	Gm16201	predicted gene 16201 [Source:MGI Symbol;Acc:MGI:3802153]	55.5199275362319
ENSMUSG00000086746	1764	Gm15222	predicted gene 15222 [Source:MGI Symbol;Acc:MGI:3705297]	31.5199275362319
ENSMUSG00000086754	796	Gm16098	predicted gene 16098 [Source:MGI Symbol;Acc:MGI:3801762]	199.384057971014
ENSMUSG00000086765	1368	Gm11827	predicted gene 11827 [Source:MGI Symbol;Acc:MGI:3649801]	137.471014492754
ENSMUSG00000086769	3759	Gm15587	predicted gene 15587 [Source:MGI Symbol;Acc:MGI:3783035]	60.9402173913044
ENSMUSG00000086779	1344	Gm13562	predicted gene 13562 [Source:MGI Symbol;Acc:MGI:3651238]	48.8405797101449
ENSMUSG00000086782	918	E130102H24Rik	RIKEN cDNA E130102H24 gene [Source:MGI Symbol;Acc:MGI:1925116]	985.478260869565
ENSMUSG00000086784	2244	Isoc2a	isochorismatase domain containing 2a [Source:MGI Symbol;Acc:MGI:3609243]	4006.89130434783
ENSMUSG00000086794	440	Gm11642	predicted gene 11642 [Source:MGI Symbol;Acc:MGI:3651889]	136.840579710145
ENSMUSG00000086822	6016	5330413P13Rik	RIKEN cDNA 5330413P13 gene [Source:MGI Symbol;Acc:MGI:3041161]	208.606884057971
ENSMUSG00000086839	975	Gm11973	predicted gene 11973 [Source:MGI Symbol;Acc:MGI:3650058]	95.8532608695652
ENSMUSG00000086841	462	2410006H16Rik	RIKEN cDNA 2410006H16 gene [Source:MGI Symbol;Acc:MGI:1916471]	11639.5579710145
ENSMUSG00000086849	256	Gm13840	predicted gene 13840 [Source:MGI Symbol;Acc:MGI:3649479]	193.201086956522
ENSMUSG00000086851	1504	A430108G06Rik	RIKEN cDNA A430108G06 gene [Source:MGI Symbol;Acc:MGI:2442478]	26.0797101449275
ENSMUSG00000086859	2795	Snhg20	small nucleolar RNA host gene 20 [Source:MGI Symbol;Acc:MGI:1924222]	5891.38949275362
ENSMUSG00000086873	1354	Gm15672	predicted gene 15672 [Source:MGI Symbol;Acc:MGI:3783114]	16.8242753623188
ENSMUSG00000086877	1581	A230072C01Rik	RIKEN cDNA A230072C01 gene [Source:MGI Symbol;Acc:MGI:2444644]	186.650362318841
ENSMUSG00000086889	498	Phf2os1	PHD finger protein 2, opposite strand 1 [Source:MGI Symbol;Acc:MGI:3645592]	91.8840579710145
ENSMUSG00000086894	1947	Gm15708	predicted gene 15708 [Source:MGI Symbol;Acc:MGI:3783149]	95.731884057971
ENSMUSG00000086914	516	Gm16124	predicted gene 16124 [Source:MGI Symbol;Acc:MGI:3802001]	307.070652173913
ENSMUSG00000086915	1408	Gm16364	predicted gene 16364 [Source:MGI Symbol;Acc:MGI:3840142]	94.6503623188406
ENSMUSG00000086916	3614	Gm15903	predicted gene 15903 [Source:MGI Symbol;Acc:MGI:3802037]	263.505434782609
ENSMUSG00000086921	252	Gm13189	predicted gene 13189 [Source:MGI Symbol;Acc:MGI:3650860]	79.7391304347826
ENSMUSG00000086922	685	Gm13835	predicted gene 13835 [Source:MGI Symbol;Acc:MGI:3650921]	383.123188405797
ENSMUSG00000086935	502	Gm15956	predicted gene 15956 [Source:MGI Symbol;Acc:MGI:3801856]	36.231884057971
ENSMUSG00000086938	2240	4930481A15Rik	RIKEN cDNA 4930481A15 gene [Source:MGI Symbol;Acc:MGI:1922181]	612.54347826087
